,Dutch,Quizlet,Sentence,English,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
79,werk,"*work*
noun: work, job, employment
adjective: ferial
Ik heb veel werk te doen. - I have a lot of work to do.",Ik heb veel werk te doen. - I have a lot of work to do.,*work*,"[['work', 'job', 'employment', 'labor', 'business', 'employ', 'action', 'doing', 'tow', 'workmanship', 'service', 'pursuits', 'lay', 'graft', 'metier', 'oakum', 'hards', 'labour'], ['ferial']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=werk,"noun: work, job, employment
adjective: ferial"


80,praten,"*to talk*
verb: talk, speak, chat
Ik praat met mijn vrienden. - I am talking to my friends.",Ik praat met mijn vrienden. - I am talking to my friends.,*to talk*,"[['talk', 'speak', 'chat', 'chatter', 'have a talk', 'gab', 'patter', 'discourse']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=praten,"verb: talk, speak, chat"


81,gezien,"*seen*
adjective: respected, dear
Ik heb gezien dat het regende. - I have seen that it was raining.",Ik heb gezien dat het regende. - I have seen that it was raining.,*seen*,"[['respected', 'dear']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=gezien,"adjective: respected, dear"


82,zullen,"*shall*
verb: will, shall
Wij zullen morgen naar het strand gaan. - We will go to the beach tomorrow.",Wij zullen morgen naar het strand gaan. - We will go to the beach tomorrow.,*shall*,"[['will', 'shall']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=zullen,"verb: will, shall"


83,waren,"*goods*
noun: vendibles, goods and chattels
""Ze waren verrast door de veranderingen."" - They were surprised by the changes.","""Ze waren verrast door de veranderingen."" - They were surprised by the changes.",*goods*,"[['vendibles', 'goods and chattels']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=waren,"noun: vendibles, goods and chattels"


84,god,"*God*
noun: god
God zij dank! - Thank God!",God zij dank! - Thank God!,*God*,[['god']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=god,noun: god


85,maak,"*make*
noun: making
Ik maak een kop thee. - I am making a cup of tea.",Ik maak een kop thee. - I am making a cup of tea.,*make*,[['making']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=maak,noun: making


86,neem,"*take*
verb: take, reach, seize
Neem alsjeblieft even de tijd om het te lezen. - Please take the time to read it.",Neem alsjeblieft even de tijd om het te lezen. - Please take the time to read it.,*take*,"[['take', 'reach', 'seize', 'understand']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=neem,"verb: take, reach, seize"


87,vinden,"*find*
verb: find, think of, hit upon
Ik vind het leuk. - I like it.",Ik vind het leuk. - I like it.,*find*,"[['find', 'think of', 'hit upon', 'contrive', 'open up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vinden,"verb: find, think of, hit upon"


88,vind,"*find*
verb: find, think of, hit upon
Ik vind het leuk om met je te praten. - I enjoy talking to you.",Ik vind het leuk om met je te praten. - I enjoy talking to you.,*find*,"[['find', 'think of', 'hit upon', 'contrive', 'open up']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=vind,"verb: find, think of, hit upon"


89,moeder,"*mother*
noun: mother, parent, mam
Mijn moeder is mijn beste vriendin. - My mother is my best friend.",Mijn moeder is mijn beste vriendin. - My mother is my best friend.,*mother*,"[['mother', 'parent', 'mam', 'mammy']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=moeder,"noun: mother, parent, mam"


90,kon,"*could*
verb: could
Ik kon niet slapen. - I couldn't sleep.",Ik kon niet slapen. - I couldn't sleep.,*could*,[['could']],verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=kon,verb: could


91,uur,"*o'clock*
noun: hour
Het is twee uur 'It is two o'clock.",Het is twee uur 'It is two o'clock.,*o'clock*,[['hour']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=uur,noun: hour


92,klaar,"*finished*
adjective: ready, finished, done
adverb: clear, clearly, pat
noun: clear
Ik ben klaar. - I'm done.",Ik ben klaar. - I'm done.,*finished*,"[['ready', 'finished', 'done', 'clear', 'obvious', 'over', 'plain', 'bright', 'lucid', 'serene', 'pat', 'light', 'perspicuous', 'fabricated', 'distinct', 'fair'], ['clear', 'clearly', 'pat', 'perspicuously'], ['clear']]",adjective adverb noun,adjective adverb noun,https://www.linguee.com/english-dutch/search?source=auto&query=klaar,"adjective: ready, finished, done
adverb: clear, clearly, pat
noun: clear"


93,genoeg,"*enough*
adjective: enough, sufficient
adverb: enough, sufficiently, satis
Genoeg is genoeg. Enough is enough.",Genoeg is genoeg. Enough is enough.,*enough*,"[['enough', 'sufficient'], ['enough', 'sufficiently', 'satis']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=genoeg,"adjective: enough, sufficient
adverb: enough, sufficiently, satis"


94,helpen,"*to help*
verb: help, assist, aid
phrase: lend a hand, give a leg, give a leg up
Ik kan je helpen. - I can help you.",Ik kan je helpen. - I can help you.,*to help*,"[['help', 'assist', 'aid', 'contribute', 'serve', 'avail', 'relieve', 'profit', 'befriend', 'play up to', 'be of use', 'second', 'give a hoist'], ['lend a hand', 'give a leg', 'give a leg up']]",verb phrase,verb phrase,https://www.linguee.com/english-dutch/search?source=auto&query=helpen,"verb: help, assist, aid
phrase: lend a hand, give a leg, give a leg up"


95,oh,"*Oh*
interjection: Oh!, Ah!, Ow!
Oh, wat een mooi huis! - Oh, what a beautiful house!","Oh, wat een mooi huis! - Oh, what a beautiful house!",*Oh*,"[['Oh!', 'Ah!', 'Ow!', 'Aha!']]",interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=oh,"interjection: Oh!, Ah!, Ow!"


96,hele,"*whole*
adjective: very, whole, all
Hij heeft de hele dag gewerkt. - He has worked the whole day.",Hij heeft de hele dag gewerkt. - He has worked the whole day.,*whole*,"[['very', 'whole', 'all', 'entire']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=hele,"adjective: very, whole, all"


97,drie,"*three*
: three
noun: trey
Mijn broer heeft drie katten - My brother has three cats.",Mijn broer heeft drie katten - My brother has three cats.,*three*,"[['three'], ['trey']]", noun, noun,https://www.linguee.com/english-dutch/search?source=auto&query=drie,": three
noun: trey"


98,vast,"*fixed*
adjective: fixed, solid, set
adverb: firmly, firm, fixedly
De kat zat vast in de kast - The cat was stuck in the cupboard.",De kat zat vast in de kast - The cat was stuck in the cupboard.,*fixed*,"[['fixed', 'solid', 'set', 'secure', 'permanent', 'firm', 'certain', 'fast', 'sure', 'steady', 'stable', 'settled', 'constant', 'stated', 'immovable', 'compact', 'determinate', 'concrete', 'perpetual', 'real', 'wakeless', 'reliant', 'stock', 'hard-and-fast', 'hard-shell', 'strong-willed', 'all-out'], ['firmly', 'firm', 'fixedly', 'securely', 'sure', 'certainly', 'tightly', 'steadily', 'determinately', 'home']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=vast,"adjective: fixed, solid, set
adverb: firmly, firm, fixedly"


99,na,"*after*
preposition: after, on, behind
adverb: post
Na het eten gingen we naar huis. - After eating, we went home.","Na het eten gingen we naar huis. - After eating, we went home.",*after*,"[['after', 'on', 'behind', 'past'], ['post']]",preposition adverb,preposition adverb,https://www.linguee.com/english-dutch/search?source=auto&query=na,"preposition: after, on, behind
adverb: post"


